MSSubClass,LotFrontage,LotArea,LotShape,LandSlope,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageYrBlt,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,LotFrontage_was_missing,MasVnrArea_was_missing,BsmtQual_was_missing,BsmtCond_was_missing,BsmtExposure_was_missing,BsmtFinType1_was_missing,BsmtFinType2_was_missing,Electrical_was_missing,FireplaceQu_was_missing,GarageType_was_missing,GarageYrBlt_was_missing,GarageFinish_was_missing,GarageQual_was_missing,GarageCond_was_missing,TotalBsmtSF_log,1stFlrSF_log,LotArea_log,GrLivArea_log,LotFrontage_log,BsmtUnfSF_log,GarageArea_log,MasVnrArea_nonzero,BsmtFinSF1_nonzero,BsmtFinSF2_nonzero,2ndFlrSF_nonzero,LowQualFinSF_nonzero,BsmtFullBath_nonzero,BsmtHalfBath_nonzero,HalfBath_nonzero,Fireplaces_nonzero,WoodDeckSF_nonzero,OpenPorchSF_nonzero,EnclosedPorch_nonzero,3SsnPorch_nonzero,ScreenPorch_nonzero,PoolArea_nonzero,MiscVal_nonzero,MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,Street_Pave,LandContour_HLS,LandContour_Low,LandContour_Lvl,Utilities_NoSeWa,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,LotConfig_Inside,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,Condition1_Feedr,Condition1_Norm,Condition1_PosA,Condition1_PosN,Condition1_RRAe,Condition1_RRAn,Condition1_RRNe,Condition1_RRNn,Condition2_Feedr,Condition2_Norm,Condition2_PosA,Condition2_PosN,Condition2_RRAe,Condition2_RRAn,Condition2_RRNn,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,HouseStyle_1.5Unf,HouseStyle_1Story,HouseStyle_2.5Fin,HouseStyle_2.5Unf,HouseStyle_2Story,HouseStyle_SFoyer,HouseStyle_SLvl,RoofStyle_Gable,RoofStyle_Gambrel,RoofStyle_Hip,RoofStyle_Mansard,RoofStyle_Shed,RoofMatl_CompShg,RoofMatl_Membran,RoofMatl_Metal,RoofMatl_Roll,RoofMatl_Tar&Grv,RoofMatl_WdShake,RoofMatl_WdShngl,Exterior1st_AsphShn,Exterior1st_BrkComm,Exterior1st_BrkFace,Exterior1st_CBlock,Exterior1st_CemntBd,Exterior1st_HdBoard,Exterior1st_ImStucc,Exterior1st_MetalSd,Exterior1st_Plywood,Exterior1st_Stone,Exterior1st_Stucco,Exterior1st_VinylSd,Exterior1st_Wd Sdng,Exterior1st_WdShing,Exterior2nd_AsphShn,Exterior2nd_Brk Cmn,Exterior2nd_BrkFace,Exterior2nd_CBlock,Exterior2nd_CmentBd,Exterior2nd_HdBoard,Exterior2nd_ImStucc,Exterior2nd_MetalSd,Exterior2nd_Other,Exterior2nd_Plywood,Exterior2nd_Stone,Exterior2nd_Stucco,Exterior2nd_VinylSd,Exterior2nd_Wd Sdng,Exterior2nd_Wd Shng,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,Heating_GasA,Heating_GasW,Heating_Grav,Heating_OthW,Heating_Wall,CentralAir_Y,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,GarageFinish_RFn,GarageFinish_Unf,SaleType_CWD,SaleType_Con,SaleType_ConLD,SaleType_ConLI,SaleType_ConLw,SaleType_New,SaleType_Oth,SaleType_WD,SaleCondition_AdjLand,SaleCondition_Alloca,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Partial,HouseAge,YearsSinceRemod,Remodeled,TotalArea,HasLotFrontage,LogGrLivArea,LogTotalArea,LogLotArea,QualArea,SalePrice
20,72.0,10011,3,3,5,6,1957,1996,64.0,3,3,3,3,1,4,360.0,1,0.0,710,1070,3,5,1236,0.0,0.0,1236,0.0,1.0,1,0.0,2,1,4,6,6,1.0,2,1957.0,1,447,3,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1070.0,7.1204443723924875,9.211539652551664,7.1204443723924875,72.0,710.0,447.0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,49,10,1,3989.0,1,7.1204443723924875,8.29154650988391,9.211539652551664,6180,134450
20,65.0,8450,4,3,7,5,2004,2004,266.0,4,3,4,3,2,6,946.0,1,0.0,490,1436,5,5,1436,0.0,0.0,1436,1.0,0.0,2,0.0,3,1,4,8,7,0.0,4,2004.0,2,484,3,3,3,139.0,98.0,0.0,0.0,0.0,0.0,0.0,4,2008,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1436.0,7.270312886079025,9.042040056544483,7.270312886079025,65.0,490.0,484.0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,4,4,0,4792.0,1,7.270312886079025,8.474911799159631,9.042040056544483,10052,210000
70,57.0,9906,4,3,4,4,1925,1950,0.0,3,3,3,3,1,1,0.0,1,0.0,686,686,2,5,810,518.0,0.0,1328,0.0,0.0,1,0.0,3,1,3,8,7,0.0,4,1940.0,1,210,3,3,3,0.0,172.0,60.0,0.0,0.0,0.0,0.0,9,2006,0,0,0,0,0,0,0,0,1,0,0,0,0,0,686.0,6.698268054115413,9.20099685697303,7.192182058713246,57.0,686.0,210.0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,81,56,1,3552.0,1,7.192182058713246,8.175547596021026,9.20099685697303,5312,107000
50,74.0,15660,3,3,7,9,1939,2006,312.0,4,4,3,3,1,4,341.0,1,0.0,457,798,5,5,1137,817.0,0.0,1954,0.0,1.0,1,1.0,3,1,4,8,7,2.0,3,1939.0,2,431,3,3,3,0.0,119.0,150.0,0.0,0.0,0.0,0.0,5,2008,1,0,0,0,0,0,0,0,0,0,0,0,0,0,798.0,7.037027614686276,9.658928824466434,7.578145472419466,74.0,457.0,431.0,1,1,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,69,2,1,5137.0,1,7.578145472419466,8.544419177669829,9.658928824466434,13678,311500
120,43.0,3010,4,3,7,5,2005,2006,16.0,4,3,4,3,3,6,19.68,1,0.0,1232,1248,5,5,1248,0.0,0.0,1248,0.0,0.0,2,0.0,2,1,4,5,7,0.0,4,2005.0,2,438,3,3,3,108.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2006,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1248.0,7.130098510125578,8.010027528481734,7.130098510125578,43.0,1232.0,438.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,4182.0,1,7.130098510125578,8.338783971442199,8.010027528481734,8736,167240
20,73.0,8990,3,3,7,5,2006,2006,0.0,4,3,4,3,2,1,0.0,1,0.0,1498,1498,5,5,1498,0.0,0.0,1498,0.0,0.0,2,0.0,2,1,4,5,7,0.0,4,2006.0,2,675,3,3,3,351.0,33.0,0.0,0.0,0.0,0.0,0.0,4,2006,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1498.0,7.312553498102598,9.103979355984773,7.312553498102598,73.0,1498.0,675.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,5169.0,1,7.312553498102598,8.550627967502475,9.103979355984773,10486,204900
60,65.0,8068,3,3,6,5,2002,2002,0.0,4,3,4,3,1,1,0.0,1,0.0,1010,1010,5,5,1010,1257.0,0.0,2267,0.0,0.0,2,1.0,4,1,4,8,7,1.0,3,2002.0,2,390,3,3,3,120.0,46.0,0.0,0.0,0.0,0.0,0.0,12,2009,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1010.0,6.918695219020472,8.995784837848506,7.7266536648476425,65.0,1010.0,390.0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,7,7,0,5934.0,1,7.7266536648476425,8.688622307043769,8.995784837848506,13602,200000
60,85.0,11475,4,3,6,6,1975,1975,0.0,3,3,4,3,1,5,550.0,1,0.0,163,713,3,5,811,741.0,0.0,1552,1.0,0.0,2,1.0,3,1,3,6,7,1.0,3,1975.0,2,434,3,3,3,209.0,208.0,0.0,0.0,0.0,0.0,0.0,2,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,713.0,6.699500340161678,9.348013177101256,7.347943823148687,85.0,163.0,434.0,0,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,31,31,0,4251.0,1,7.347943823148687,8.355144739461839,9.348013177101256,9312,179900
20,70.0,10500,4,3,4,6,1971,1971,0.0,3,3,3,3,1,5,524.0,2,180.0,160,864,4,5,864,0.0,0.0,864,0.0,0.0,1,0.0,2,1,3,4,7,0.0,4,1989.0,2,576,3,3,3,216.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2009,0,0,0,0,0,0,0,0,1,0,0,0,0,0,864.0,6.762729506931879,9.259225769705994,6.762729506931879,70.0,160.0,576.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,38,38,0,3168.0,1,6.762729506931879,8.06117135969092,9.259225769705994,3456,97000
20,103.0,13472,4,3,10,5,2003,2003,922.0,5,3,5,3,4,6,56.0,1,0.0,2336,2392,5,5,2392,0.0,0.0,2392,0.0,0.0,2,0.0,3,1,5,8,7,1.0,5,2003.0,3,968,3,3,3,248.0,105.0,0.0,0.0,0.0,0.0,0.0,6,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2392.0,7.780303087908373,9.508442961755847,7.780303087908373,103.0,2336.0,968.0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,6,6,0,8144.0,1,7.780303087908373,9.005159521036145,9.508442961755847,23920,386250
160,21.0,1680,4,3,5,5,1971,1971,142.0,3,3,3,3,1,1,0.0,1,0.0,630,630,3,5,630,672.0,0.0,1302,0.0,0.0,2,1.0,3,1,3,6,7,0.0,4,1991.0,1,280,3,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2009,0,0,0,0,0,0,0,0,1,0,0,0,0,0,630.0,6.447305862541213,7.427144133408616,7.172424577124845,21.0,630.0,280.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,38,38,0,3514.0,1,7.172424577124845,8.164794804244766,7.427144133408616,6510,112000
60,82.0,9950,3,3,7,5,1995,1995,290.0,4,3,4,3,1,6,565.0,1,0.0,638,1203,5,5,1214,1306.0,0.0,2520,0.0,0.0,2,1.0,4,1,4,9,7,1.0,3,1995.0,3,721,3,3,3,224.0,114.0,0.0,0.0,0.0,0.0,0.0,6,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1203.0,7.102499355774649,9.205428327615163,7.83241092718792,82.0,638.0,721.0,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,12,0,6964.0,1,7.83241092718792,8.848652886213905,9.205428327615163,17640,290000
160,21.0,1869,4,3,6,6,1970,1970,127.0,3,3,3,3,1,3,321.0,1,0.0,162,483,3,5,483,504.0,0.0,987,0.0,0.0,1,1.0,2,1,3,5,7,0.0,4,1987.0,1,280,3,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,2008,0,0,0,0,0,0,0,0,1,0,0,0,0,0,483.0,6.182084906716632,7.533693709848633,6.895682697747868,21.0,162.0,280.0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,38,38,0,2737.0,1,6.895682697747868,7.914983005848394,7.533693709848633,5922,106000
20,70.0,8521,4,3,5,5,1967,1967,0.0,3,3,3,3,1,5,842.0,1,0.0,70,912,3,5,912,0.0,0.0,912,0.0,0.0,1,0.0,3,1,3,5,7,1.0,2,1974.0,1,336,3,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,912.0,6.816735880594968,9.050406334059858,6.816735880594968,70.0,70.0,336.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,43,43,0,3072.0,1,6.816735880594968,8.030409562130485,9.050406334059858,4560,125000
120,43.0,3182,4,3,7,5,2005,2006,16.0,4,3,4,3,3,6,19.68,1,0.0,1357,1373,5,5,1555,0.0,0.0,1555,0.0,0.0,2,0.0,2,1,4,7,7,1.0,3,2005.0,2,430,3,3,3,143.0,20.0,0.0,0.0,0.0,0.0,0.0,5,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1373.0,7.349873704738337,8.065579427282092,7.349873704738337,43.0,1357.0,430.0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4,3,1,4913.0,1,7.349873704738337,8.499843553081124,8.065579427282092,10885,192500
20,73.0,8760,4,3,6,6,1959,1959,220.0,3,3,3,3,1,1,0.0,1,0.0,1194,1194,3,5,1194,0.0,0.0,1194,1.0,0.0,1,0.0,3,1,3,6,7,0.0,4,1959.0,1,312,3,3,3,0.0,0.0,120.0,0.0,0.0,0.0,0.0,4,2010,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1194.0,7.085901464365611,9.078065332666364,7.085901464365611,73.0,1194.0,312.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,51,51,0,3894.0,1,7.085901464365611,8.267448958304849,9.078065332666364,7164,148000
60,174.0,15138,3,3,8,5,1995,1996,506.0,4,3,4,3,1,6,689.0,1,0.0,773,1462,5,5,1490,1304.0,0.0,2794,1.0,0.0,2,1.0,4,1,5,9,7,1.0,3,1995.0,3,810,3,3,3,0.0,146.0,202.0,0.0,0.0,0.0,0.0,7,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1462.0,7.307202314764738,9.625029474611878,7.9355873855892,137.41000000000008,773.0,810.0,1,1,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,14,13,1,7860.0,1,7.9355873855892,8.969669103793757,9.625029474611878,22352,403000
160,21.0,1680,4,3,6,5,1972,1972,297.0,3,3,3,3,1,1,0.0,1,0.0,483,483,3,5,483,504.0,0.0,987,0.0,0.0,1,1.0,2,1,3,5,7,1.0,1,1972.0,1,288,3,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,483.0,6.182084906716632,7.427144133408616,6.895682697747868,21.0,483.0,288.0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,34,34,0,2745.0,1,6.895682697747868,7.917900586327916,7.427144133408616,5922,94500
20,75.0,10650,4,3,5,6,1976,1976,0.0,3,3,3,4,3,2,182.0,5,712.0,0,894,3,5,894,0.0,0.0,894,1.0,0.0,1,0.0,3,1,3,5,7,0.0,4,1976.0,1,308,3,3,3,365.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2010,0,0,0,0,0,0,0,0,1,0,0,0,0,0,894.0,6.796823718274855,9.273409063443166,6.796823718274855,75.0,0.0,308.0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,34,34,0,2990.0,1,6.796823718274855,8.003363058629947,9.273409063443166,4470,128200
60,65.0,7851,4,3,6,5,2002,2002,0.0,4,3,4,3,1,6,625.0,1,0.0,235,860,5,5,860,1100.0,0.0,1960,1.0,0.0,2,1.0,4,1,4,8,7,2.0,3,2002.0,2,440,3,3,3,288.0,48.0,0.0,0.0,0.0,0.0,0.0,5,2010,1,1,0,0,0,0,0,0,0,0,0,0,0,0,860.0,6.7580945044277305,8.968523555396352,7.581209826196346,65.0,235.0,440.0,0,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,8,8,0,5220.0,1,7.581209826196346,8.560444233410552,8.968523555396352,11760,216500
